ASV,Health,Disease,Bile,Stone
ASV837,0,0,8.361702128,0.16
ASV850,0,0.075757576,9.765957447,0.76
ASV853,0.037735849,0,7.70212766,0
ASV860,0.075471698,0.181818182,2.106382979,20.08
ASV863,0.094339623,0,8,0
ASV867,0,0,8.425531915,0
ASV873,0,0,9.340425532,1.88
ASV874,0,0,8.978723404,0
ASV880,1.132075472,0.196969697,4.765957447,4.56
ASV884,0.113207547,0,7.531914894,0
ASV889,0.018867925,0.015151515,5.765957447,3.24
ASV891,0.037735849,0,7.170212766,0.2
ASV892,0,0,7.723404255,2.28
ASV901,0.509433962,0.015151515,7.957446809,1.6
ASV907,0.037735849,0,7.212765957,0
ASV908,0,0,1.340425532,12.48
ASV913,0,0.015151515,7.063829787,0
ASV920,0,0,5.276595745,3.72
ASV929,0.018867925,0.727272727,5.744680851,2.88
ASV933,4.075471698,0.893939394,0.957446809,1.64
ASV935,0,3.257575758,1.531914894,3.28
ASV942,0,0.03030303,0.936170213,12.12
ASV943,0,0,3.85106383,5.08
ASV959,0.339622642,0,6.446808511,0
ASV965,0,0,1.957446809,8.52
ASV970,0,0.015151515,0.787234043,11.24
ASV972,0,1.681818182,3.361702128,4.2
ASV975,0,0,4.787234043,3
ASV976,0,0.045454545,1.425531915,8.84
ASV983,0.20754717,3.257575758,1,2.28
ASV986,0,0.060606061,3.70212766,7.4
ASV988,0.188679245,0,2.829787234,8.08
ASV995,0,0,1.765957447,8.28
ASV997,0.018867925,0,2.127659574,9.4
ASV999,0,0.075757576,5.425531915,2
ASV1000,0.018867925,0.196969697,5.106382979,5.28
ASV1002,0.433962264,0.090909091,2.787234043,6.2
ASV1005,0,0,1.914893617,11.8
ASV1007,0,0,7.936170213,0
ASV1008,0.018867925,0,4.553191489,3.2
ASV1025,0,0,5.808510638,0.36
ASV1028,0,0,4.510638298,2.56
ASV1033,0,0,3.382978723,5
ASV1041,0,0,3.127659574,6.52
ASV1049,0.226415094,0,7.617021277,0
ASV1054,0,0,3.042553191,5
ASV1060,0,0,5.361702128,0.56
ASV1066,0,0,3.170212766,3.92
ASV1068,0,0,6.085106383,0
ASV1078,0.075471698,0.772727273,1.276595745,7.28
ASV1081,0.018867925,0.5,1.787234043,6.76
ASV1082,0.037735849,0,5.531914894,0
ASV1085,0,0.015151515,4.531914894,4.32
ASV1086,0,0.742424242,4.085106383,3.36
ASV1087,0,0,4.914893617,2.44
ASV1088,0,0,6.595744681,2.04
ASV1096,0,0,6.255319149,0
ASV1097,0,0,5.957446809,0
ASV1103,0.660377358,1.954545455,2.021276596,2.64
ASV1105,0,0,6.234042553,0
ASV1106,0,0,1.744680851,6.56
ASV1108,0.320754717,0,2.659574468,4.6
ASV1110,0.037735849,0,5.085106383,0
ASV1118,0.037735849,0,5.234042553,0
ASV1135,0,0,6.723404255,0.24
ASV1140,0.301886792,0.090909091,1.382978723,7.84
ASV1151,0,0,5.085106383,0
ASV1152,0.056603774,0.121212121,5.127659574,0
ASV1153,0,0,5.574468085,2.84
ASV1157,0.037735849,0,5.14893617,0
ASV1161,0,0.151515152,1,6.8
ASV1163,0,0,5.212765957,3.2
ASV1166,0,0.03030303,2.638297872,5.04
ASV1169,0.056603774,0.060606061,4,1.44
ASV1171,0,0,4.744680851,2.44
ASV1179,0.169811321,0.015151515,1.063829787,6.6
ASV1181,0,0.121212121,0.489361702,7.92
ASV1194,0,0.166666667,4.021276596,1.32
ASV1196,0.056603774,0,4.829787234,0
ASV1214,0,0,2.531914894,4
ASV1215,0,0.106060606,1,7.4
ASV1217,1.283018868,1,1.617021277,1.56
ASV1219,0,0,2.70212766,6.8
ASV1225,0,0.015151515,1.212765957,8.2
ASV1228,0.037735849,0,5.085106383,0.08
ASV1235,0,0,3.29787234,3.08
ASV1237,0,0,5.191489362,0.52
ASV1240,0,0,3.042553191,3.72
ASV1242,0.754716981,0,2.638297872,1.84
ASV1244,0.301886792,0,3.787234043,1.08
ASV1248,0,0,2.489361702,3.16
ASV1253,0,0,3.085106383,3.72
ASV1254,0,0,1.872340426,5.32
ASV1255,0,0,4.617021277,0
ASV1256,0,0,4.553191489,0
ASV1263,0,0,4.595744681,1.56
ASV1264,0,0.287878788,3.680851064,1.68
ASV1272,0.320754717,0.015151515,2.255319149,3.36
ASV1276,0,0,4.063829787,1.36
ASV1279,0,0,5.893617021,0
ASV1280,0,0.03030303,0.595744681,7.64
ASV1283,0.037735849,0.560606061,3.234042553,2.56
ASV1286,0,0.53030303,4.489361702,0.84
ASV1288,0.018867925,1.166666667,2.085106383,1.36
ASV1293,0.113207547,1.151515152,1.936170213,2.76
ASV1296,0,0,3.680851064,0.96
ASV1297,1.056603774,0.833333333,1.978723404,0
ASV1300,0,0,4.744680851,0
ASV1302,0.113207547,0,4.234042553,0.44
ASV1314,0,0,4.70212766,0
ASV1316,2.320754717,0.151515152,2.255319149,0
ASV1325,0.037735849,0,4.425531915,0
ASV1328,0,1.742424242,0.617021277,2.4
ASV1332,0.641509434,0,3.085106383,0.48
ASV1343,0.283018868,0.227272727,2.744680851,3.92
ASV1363,0,0,2.574468085,5.84
ASV1364,0,0.060606061,1.978723404,5.6
ASV1376,0,0.045454545,4.255319149,1.76
ASV1384,0.018867925,0.03030303,4.085106383,0
ASV1390,0,0.787878788,1.744680851,2.64
ASV1403,0,1.121212121,2.531914894,0.92
ASV1404,0,0,1.744680851,4.56
ASV1411,0.056603774,0,0.957446809,6.64
ASV1414,0.509433962,0.484848485,2.021276596,1.72
ASV1418,0.018867925,0,3.723404255,0
ASV1422,0.056603774,0.090909091,2.553191489,2.36
ASV1428,0.056603774,0,3.787234043,0
ASV1435,0.018867925,0,4.510638298,0.08
ASV1436,1.301886792,0,2.085106383,1.68
ASV1437,0.037735849,0,4.617021277,0
ASV1443,0,0,3.127659574,1.36
ASV1450,0.056603774,0,3.531914894,1.16
ASV1456,0,0,2.446808511,1.36
ASV1457,0.094339623,0,3.680851064,0
ASV1466,0,0,3.765957447,0
ASV1467,0.018867925,0,3.638297872,0
ASV1471,0.056603774,0,3.70212766,0
ASV1476,0,0,4.127659574,0
ASV1488,0,0.121212121,2.744680851,2.4
ASV1491,0,0,2.638297872,2.28
ASV1493,0.132075472,0.303030303,2.425531915,2.36
ASV1502,0,0,2.106382979,3.24
ASV1509,0,0,4.617021277,0
ASV1511,0,0,1.659574468,3.08
ASV1513,0,0,4.085106383,0
ASV1519,0,0,2.191489362,3.12
ASV1520,0.037735849,0,3.70212766,0
ASV1532,0.113207547,0,3.446808511,0
ASV1537,0,0.045454545,3.510638298,0
ASV1539,0,0,3.829787234,1.48
ASV1540,0,0,2.595744681,2.48
ASV1541,0.056603774,0,3.531914894,0
ASV1542,0,0,2.595744681,2.2
ASV1543,0.754716981,0,1.340425532,2.88
ASV1547,0.830188679,0.015151515,1.14893617,3.6
ASV1548,0.037735849,0,3.404255319,0
ASV1550,1.698113208,0.393939394,1.170212766,0
ASV1551,0,0.121212121,4.085106383,0.12
ASV1558,0.358490566,0.53030303,1.914893617,0.8
ASV1559,0,0,2.234042553,2.28
ASV1560,0,0,2.085106383,4.72
ASV1564,0,0,3.404255319,0
ASV1579,0,0.606060606,2.744680851,0.12
ASV1582,0.094339623,0,2.085106383,3.08
ASV1583,0,0,3.489361702,0
ASV1586,0,0,2.340425532,2.24
ASV1608,0,0.015151515,1.14893617,4.84
ASV1612,0,0.045454545,3.553191489,1.08
ASV1632,0,0,2.914893617,0.44
ASV1637,0.056603774,0,2.914893617,0.28
ASV1638,0,0,2.872340426,0.48
ASV1643,0,0,1.765957447,2.48
ASV1645,0,0,2.638297872,0.72
ASV1670,0,0,2.595744681,0.28
ASV1678,0,0,2.425531915,1.68
ASV1682,0,0,2.170212766,0.92
ASV1691,0,0,3.531914894,0
ASV1697,0.075471698,0,1.063829787,4.56
ASV1712,0,1.03030303,1.361702128,0.6
ASV1713,0,0,2.085106383,1.64
ASV1718,0,0,3.744680851,0
ASV1728,0.018867925,0,2.808510638,0
ASV1731,0.056603774,0,4.191489362,0
ASV1735,0,0.424242424,1.255319149,3.04
ASV1744,0,0,1.574468085,2.48
ASV1745,0,0,2.957446809,0
ASV1758,0,0,1.340425532,2.44
ASV1759,0,0,2.85106383,0
ASV1769,0.433962264,0.03030303,2.14893617,0.4
ASV1772,0,0,2.978723404,0
ASV1776,0,0.227272727,1.85106383,2.2
ASV1787,0,0.833333333,0.553191489,2.16
ASV1792,0,0,2.063829787,0.24
ASV1793,0,0.045454545,1.808510638,1.68
ASV1794,0,0.303030303,0.765957447,4.32
ASV1798,0,0,2.787234043,0
ASV1805,0.056603774,0,2.659574468,0
ASV1812,0.188679245,0,2.255319149,0.48
ASV1816,0,0,2.404255319,0.52
ASV1825,0,0,2.29787234,0.6
ASV1826,0,0,2.659574468,0
ASV1831,0.150943396,0,1.085106383,5.44
ASV1832,0.075471698,0,1.893617021,1.68
ASV1838,0,0,2.744680851,0
ASV1839,0.132075472,0,0.382978723,5.12
ASV1842,0,0,2.659574468,0
ASV1844,0.056603774,0,2.808510638,0.48
ASV1851,0.075471698,0.590909091,2.085106383,0.12
ASV1853,0,0,2.574468085,0
ASV1858,0,0,1.340425532,2.24
ASV1859,0,0,2.574468085,0
ASV1860,0,0,2.574468085,0
ASV1866,0,0,1.85106383,1
ASV1875,0.056603774,0,2.574468085,0
ASV1891,0,0.863636364,1.404255319,0.64
ASV1899,0.132075472,0.363636364,1.723404255,0.44
ASV1905,0,0,2.744680851,0.24
ASV1907,0.433962264,0.454545455,1.872340426,0.16
ASV1916,0.018867925,0,2.468085106,0
ASV1927,0.056603774,0,2.382978723,0
ASV1935,0,0,2.510638298,0
ASV1946,0.132075472,0.196969697,2.14893617,0.72
ASV1952,0,0.378787879,2.191489362,0.44
ASV1959,0.056603774,0.060606061,2.382978723,0.12
ASV1967,0.037735849,0,2.319148936,0
ASV1972,0,0,2.170212766,0.84
ASV1973,0.018867925,0,2.425531915,0
ASV1975,0,0,1.744680851,2.2
ASV1981,0.037735849,0.075757576,2.170212766,0
ASV1992,0.056603774,0,1.510638298,2.92
ASV2000,0.018867925,0.015151515,1.021276596,2.92
ASV2003,0,0,1.872340426,0.88
ASV2019,0,0,2.638297872,0
ASV2020,0.169811321,0,2.191489362,0
ASV2027,0.018867925,0,2.276595745,0
ASV2031,0.264150943,0.136363636,1.659574468,0.76
ASV2033,0,0,2.234042553,0
ASV2035,0,0,2.872340426,0
ASV2045,0,0,2.191489362,0.72
ASV2046,0,0,2.127659574,0
ASV2056,0,0.454545455,0.765957447,2.08
ASV2061,0,0,1.085106383,3.24
ASV2070,0,0.045454545,2.255319149,0.28
ASV2076,0,0.348484848,1.744680851,0
ASV2090,0,0,1.957446809,0.96
ASV2094,0.094339623,0,2.14893617,0
ASV2105,0,0,2.404255319,0
ASV2106,0,0,1.574468085,0.44
ASV2118,0,0,2.191489362,0
ASV2122,0.301886792,0.151515152,1.638297872,0
ASV2123,0,0,1.531914894,1.92
ASV2136,0,0,2.170212766,0
ASV2151,0,0,1.170212766,1.36
ASV2153,0,1.03030303,0.361702128,0.76
ASV2162,0,0.287878788,1.957446809,0.84
ASV2164,0,0,2.70212766,0.16
ASV2167,0,0,1.510638298,0.76
ASV2173,0.320754717,0,2.127659574,0
ASV2175,0,0,1.468085106,0.88
ASV2181,0,0,0.829787234,3
ASV2189,0.358490566,0.151515152,1.361702128,0.52
ASV2190,0.075471698,0.46969697,1.340425532,0.24
ASV2191,0.245283019,0.636363636,0.893617021,0.04
ASV2193,0.20754717,0.121212121,1.425531915,1.04
ASV2199,0.056603774,0.363636364,1.276595745,0.76
ASV2206,0,0,1.808510638,0
ASV2216,0,0,2.063829787,0
ASV2218,0,0,1.829787234,0.92
ASV2238,0,0,1.765957447,0.32
ASV2239,0,0,1.978723404,0
ASV2245,0.150943396,0,1.893617021,0
ASV2251,0,0,1.446808511,0.96
ASV2255,0,0,1.042553191,1.92
ASV2256,0.056603774,0,2.042553191,0
ASV2262,0,0,1.914893617,0
ASV2276,0,0.484848485,0.319148936,2.44
ASV2282,0.018867925,0,2,0
ASV2285,0.20754717,0.242424242,0.723404255,1.2
ASV2287,0.018867925,0.196969697,1.425531915,0.76
ASV2296,0.018867925,0,1.234042553,0.6
ASV2317,0,0,1.914893617,0
ASV2318,0.169811321,0.106060606,1.404255319,0.72
ASV2329,0.20754717,0,2.14893617,0
ASV2331,0,0,2.063829787,0
ASV2342,0,0.121212121,1.042553191,1.52
ASV2353,0,0,0.276595745,2.88
ASV2358,0,0,0.957446809,2.24
ASV2369,0,0,1.787234043,0
ASV2372,0,0,1.957446809,0
ASV2374,0.037735849,0,1.829787234,0
ASV2388,0.037735849,0,1.70212766,0
ASV2389,0.132075472,0,0.489361702,2.4
ASV2396,0,0,1.787234043,0
ASV2399,0,0,1.680851064,0
ASV2400,0.018867925,0,0.829787234,1.96
ASV2409,0,0,0.936170213,1.76
ASV2414,0.037735849,0,1.680851064,0
ASV2415,0,0.015151515,0.659574468,2.44
ASV2417,0,0.166666667,1.170212766,0.92
ASV2419,0.037735849,0,1.553191489,0.24
ASV2425,0.132075472,0,0.638297872,2.36
ASV2429,0,0,1.723404255,0
ASV2443,0,0,1.70212766,0
ASV2455,0,0,1.021276596,1.84
ASV2457,0,0,0.893617021,1.56
ASV2461,0.075471698,0,1.617021277,1.12
ASV2463,0,0,1.234042553,0.84
ASV2469,0,0,1.531914894,0.56
ASV2470,0,0,1.936170213,0
ASV2481,0,0,0.70212766,2.48
ASV2484,0.094339623,0,1.680851064,0
ASV2485,0,0,1.744680851,0
ASV2499,0,0,1.680851064,0
ASV2500,0,0,1.957446809,0
ASV2501,0.018867925,0.03030303,0.872340426,1.48
ASV2510,0,0.303030303,0.70212766,1
ASV2511,0,0,1.638297872,0
ASV2524,0,0,1,1.12
ASV2527,0,0,1.510638298,0
ASV2550,0,0,1.723404255,0
ASV2551,0.188679245,0,0.723404255,1.16
ASV2561,0,0,1.617021277,0
ASV2592,0,0,2.063829787,0.2
ASV2603,0.113207547,0.303030303,1.234042553,0.08
ASV2615,0,0,0.85106383,1.32
ASV2623,0,0,1.574468085,0
ASV2647,0.113207547,0,1.191489362,0.76
ASV2648,0,0,1.085106383,1.16
ASV2653,0,0,1.468085106,0
ASV2655,0,0.015151515,0.361702128,1.88
ASV2656,0.056603774,0,1.680851064,0
ASV2659,0,0.151515152,0.510638298,1.72
ASV2672,0.018867925,0,1.425531915,0
ASV2674,0,0,1.595744681,0
ASV2685,0,0,1.829787234,0
ASV2689,0,0.03030303,1.212765957,0.28
ASV2720,0,0,0.744680851,1.6
ASV2728,0,0,1.021276596,0.64
ASV2738,0,0,1.042553191,1.04
ASV2746,0,0,1.510638298,0
ASV2747,0.037735849,0,1.361702128,0
ASV2759,0,0,0.765957447,1.64
ASV2767,0.018867925,0,1.361702128,0
ASV2771,0,0,1.29787234,0.36
ASV2772,0.056603774,0,0.553191489,2
ASV2774,0,0,1.063829787,0.72
ASV2783,0,0,0.85106383,1.04
ASV2826,0,0,0.340425532,1.84
ASV2827,0,0.378787879,0.957446809,0
ASV2841,0,0,0.957446809,1
ASV2846,0.056603774,0,1.319148936,0.44
ASV2851,0,0,0.829787234,0.64
ASV2855,0,0,1.425531915,0
ASV2864,0,0,0.382978723,1.72
ASV2867,0,0,1.191489362,0.44
ASV2888,0.075471698,0.03030303,1.106382979,0.84
ASV2890,0,0.075757576,0.893617021,0.52
ASV2891,0.075471698,0.03030303,0.978723404,0.52
ASV2900,0,0,1.29787234,0
ASV2930,0,0,1.404255319,0
ASV2934,0.075471698,0,1.276595745,0
ASV2939,0,0,1.234042553,0
ASV2960,0,0,1.425531915,0.56
ASV2970,0,0,1.319148936,0
ASV2975,0,0,1.29787234,0
ASV2985,0.018867925,0.045454545,0.489361702,1.64
ASV2987,0.169811321,0.060606061,0.361702128,1.68
ASV2998,0,0.03030303,0.787234043,0.8
ASV3001,0.339622642,0.090909091,0.787234043,0
ASV3018,0,0,1.042553191,0.56
ASV3033,0,0,0.744680851,0.88
ASV3045,0.188679245,0,1,0.12
ASV3058,0.018867925,0.015151515,1.106382979,0.16
ASV3075,0.037735849,0,1.14893617,0
ASV3094,0,0,0.978723404,0.32
ASV3110,0,0.348484848,0.85106383,0.32
ASV3112,0,0,1.234042553,0
ASV3131,0,0,1.212765957,0
ASV3136,0,0,0.638297872,0.76
ASV3140,0.037735849,0.060606061,0.680851064,0.68
ASV3141,0,0,1.255319149,0
ASV3147,0,0,0.829787234,0.64
ASV3151,0,0,1.255319149,0
ASV3163,0,0,0.723404255,1.32
ASV3168,0,0,1.14893617,0
ASV3188,0,0,1.14893617,0
ASV3194,0,0,1.234042553,0
ASV3200,0,0.060606061,1.021276596,0.08
ASV3201,0.301886792,0,0.723404255,0.16
ASV3211,0.075471698,0.439393939,0.617021277,0
ASV3233,0,0,1.106382979,0
ASV3234,0,0,1.106382979,0
ASV3242,0,0,0.808510638,0.56
ASV3276,0,0,1.14893617,0
ASV3280,0,0,1.191489362,0
ASV3293,0,0,1.063829787,0
ASV3313,0,0,1.106382979,0
ASV3315,0.056603774,0.121212121,0.744680851,0.2
ASV3317,0,0,1.191489362,0
ASV3324,0,0,1.14893617,0
ASV3325,0.037735849,0,1.042553191,0
ASV3326,0,0,1.191489362,0
ASV3342,0,0,1.106382979,0.12
ASV3376,0.018867925,0.03030303,0.595744681,1.28
ASV3382,0,0.015151515,1.127659574,0.16
ASV3385,0,0,0.787234043,0.4
ASV3387,0,0,1.063829787,0
ASV3407,0,0,0.85106383,0.24
ASV3414,0,0,0.70212766,0.52
ASV3431,0,0,0.957446809,0.2
ASV3456,0,0,1.14893617,0.32
ASV3482,0.037735849,0,0.978723404,0
ASV3486,0,0,0.425531915,1.32
ASV3492,0,0,1.042553191,0
ASV3495,0,0,1.042553191,0
ASV3520,0,0.151515152,0.489361702,0.64
ASV3552,0,0,1.085106383,0.32
ASV3553,0,0,0.872340426,0.24
ASV3554,0,0,1.042553191,0
ASV3555,0,0,0.85106383,0.04
ASV3570,0,0,0.936170213,0
ASV3580,0,0,0.914893617,0
ASV3596,0,0,0.723404255,0.16
ASV3622,0,0,1.14893617,0.32
ASV3628,0,0,0.723404255,0.32
ASV3639,0,0,0.914893617,0
ASV3679,0,0,0.914893617,0.12
ASV3682,0.113207547,0.075757576,0.638297872,0
ASV3701,0,0,0.553191489,0.52
ASV3704,0,0,0.29787234,1.16
ASV3715,0.037735849,0,0.808510638,0
ASV3719,0,0,0.914893617,0
ASV3740,0.169811321,0,0.808510638,0
ASV3741,0,0,1.127659574,0
ASV3742,0,0,0.829787234,0
ASV3743,0,0,0.617021277,0.4
ASV3748,0,0,1.531914894,0.08
ASV3772,0,0,0.85106383,0.4
ASV3797,0,0,0.425531915,0.96
ASV3818,0,0,0.425531915,1.12
ASV3861,0,0,0.85106383,0
ASV3865,0,0,0.872340426,0
ASV3890,0.20754717,0.015151515,0.404255319,0.24
ASV3906,0,0,0.574468085,0.64
ASV3918,0,0,0.595744681,0.6
ASV3919,0,0,0.553191489,0.36
ASV3922,0,0,0.361702128,0.92
ASV3935,0,0,0.787234043,0.36
ASV3938,0,0.03030303,0.617021277,0.48
ASV4028,0,0,0.638297872,0.24
ASV4047,0.094339623,0,0.787234043,0
ASV4069,0,0,0.787234043,0
ASV4070,0,0.090909091,0.276595745,0.72
ASV4090,0,0,0.978723404,0
ASV4092,0,0,0.957446809,0.16
ASV4102,0,0,1.127659574,0.04
ASV4108,0,0,0.936170213,0.24
ASV4119,0,0,0.808510638,0.2
ASV4125,0,0,0.914893617,0
ASV4127,0,0,0.829787234,0
ASV4152,0,0,0.744680851,0
ASV4169,0,0,0.446808511,0.84
ASV4174,0,0,0.765957447,0
ASV4226,0,0,0.446808511,0.96
ASV4248,0,0,0.468085106,0.76
ASV4257,0,0,0.893617021,0
ASV4318,0,0,0.808510638,0
ASV4324,0,0.075757576,0.212765957,1.52
ASV4328,0,0,0.957446809,0
ASV4355,0,0,0.808510638,0
ASV4374,0.132075472,0,0.553191489,0.08
ASV4385,0,0,0.617021277,0.2
ASV4414,0,0,0.531914894,0.2
ASV4416,0,0,0.638297872,0.16
ASV4450,0,0,0.787234043,0
ASV4462,0.037735849,0,0.617021277,0.56
ASV4486,0,0,0.531914894,0.32
ASV4487,0,0.060606061,0.914893617,0
ASV4493,0,0,0.744680851,0
ASV4497,0,0,0.382978723,0.56
ASV4534,0.132075472,0,0.617021277,0.04
ASV4565,0,0,0.659574468,0
ASV4589,0,0,0.659574468,0
ASV4594,0,0,0.659574468,0
ASV4610,0,0.090909091,0.489361702,0.04
ASV4622,0,0,0.765957447,0
ASV4625,0,0,0.680851064,0
ASV4656,0.037735849,0.090909091,0.680851064,0
ASV4658,0,0,0.723404255,0
ASV4664,0,0,0.234042553,0.88
ASV4691,0,0,0.723404255,0
ASV4695,0,0,0.638297872,0
ASV4698,0,0,0.191489362,0.64
ASV4722,0,0,0.595744681,0.24
ASV4728,0,0,0.531914894,0.16
ASV4767,0,0,0.595744681,0.16
ASV4771,0,0.015151515,0.382978723,0.52
ASV4803,0.018867925,0,0.638297872,0.12
ASV4919,0,0,0.382978723,0.36
ASV4962,0.075471698,0,0.510638298,0
ASV5035,0,0,0.574468085,0
ASV5085,0,0,0.595744681,0
ASV5126,0.056603774,0,0.361702128,0.36
ASV5136,0,0,0.574468085,0.28
ASV5141,0,0.045454545,0.680851064,0
ASV5153,0,0,0.340425532,0.4
ASV5211,0.018867925,0.090909091,0.170212766,0.56
ASV5302,0,0,0.574468085,0
ASV5320,0,0.212121212,0.29787234,0
ASV5324,0,0,0.29787234,0.36
ASV5329,0,0,0.595744681,0
ASV5414,0.094339623,0,0.553191489,0.16
ASV5469,0,0,0.510638298,0
ASV5471,0,0,0.404255319,0.36
ASV5529,0,0,0.489361702,0.32
ASV5533,0,0,0.468085106,0
ASV5598,0,0,0.531914894,0
ASV5599,0,0,0.446808511,0.16
ASV5614,0,0,0.404255319,0.24
ASV5690,0,0,0.489361702,0
ASV5695,0,0,0.234042553,0.56
ASV5735,0,0,0.595744681,0.04
ASV5797,0,0,0.446808511,0.08
ASV5807,0,0,0.510638298,0
ASV5858,0,0,0.510638298,0
ASV5861,0,0,0.574468085,0
ASV5862,0,0,0.319148936,0.24
ASV5868,0,0,0.255319149,0.36
ASV5869,0,0,0.531914894,0.12
ASV5926,0,0,0.382978723,0.28
ASV5992,0,0,0.29787234,0.36
ASV6019,0,0,0.340425532,0.24
ASV6125,0,0,0.404255319,0
ASV6170,0,0,0.468085106,0
ASV6184,0,0,0.276595745,0.32
ASV6331,0,0,0.255319149,0.12
ASV6650,0,0,0.29787234,0.12
ASV6656,0,0,0.382978723,0
ASV6834,0.037735849,0,0.361702128,0.12
ASV6905,0,0,0.234042553,0.2
ASV6907,0,0.045454545,0.234042553,0.4
ASV6966,0,0,0.276595745,0.12
ASV7099,0,0,0.361702128,0
ASV7132,0,0,0.446808511,0
ASV7171,0,0,0.361702128,0.08
ASV7201,0,0,0.382978723,0.12
ASV7302,0,0,0.382978723,0.04
ASV7372,0,0,0.212765957,0.28
ASV7375,0,0,0.29787234,0.12
ASV7409,0,0,0.234042553,0.2
ASV7423,0,0,0.29787234,0.04
ASV7424,0,0,0.361702128,0
ASV7443,0,0,0.29787234,0.12
ASV7487,0,0,0.340425532,0.04
ASV7508,0,0,0.340425532,0.28
ASV7543,0,0,0.361702128,0
ASV7850,0,0,0.276595745,0.04
ASV8021,0,0,0.361702128,0.12
ASV8750,0,0,0.212765957,0
ASV9262,0,0,0.234042553,0
ASV9380,0,0,0.234042553,0.04
ASV9442,0,0,0.255319149,0
ASV9602,0,0,0.212765957,0
ASV11015,0,0,0.191489362,0
ASV11377,0.018867925,0,0.170212766,0
ASV16544,0,0,0.106382979,0
ASV191,0,0,0.085106383,94.64
ASV194,0,0.924242424,0,99.96
ASV200,0.094339623,0.121212121,3.70212766,91
ASV244,0,0,0.042553191,77.52
ASV262,0,0.03030303,11.04255319,87.32
ASV309,0,0.106060606,1.382978723,55.16
ASV368,0,0.666666667,6.446808511,34.28
ASV390,0,0.03030303,0.212765957,41.4
ASV407,0,0,0,37.52
ASV422,2.811320755,2.181818182,2.978723404,36.64
ASV462,0,0,0.893617021,32.68
ASV468,0,0,0,31.84
ASV469,0,0,0.361702128,48.8
ASV483,0,0,0,29.4
ASV488,0,0,0,29.76
ASV492,0,0,0.042553191,28.96
ASV503,0,0.015151515,0.021276596,29.24
ASV543,0,0,0,26.08
ASV589,9.037735849,0.560606061,0.29787234,4.36
ASV591,0,0,0,22.24
ASV593,0,0,0,23.32
ASV601,0,0,0,21.64
ASV613,0,0,0,19.12
ASV614,0,0,0.276595745,20.48
ASV616,0,0,0,21.44
ASV617,0,0,0,19.4
ASV637,0,0,0,23
ASV640,0,0,0,20.44
ASV644,0,0,0,19.6
ASV646,0,0,0.872340426,20.76
ASV656,0,0,0.042553191,17.8
ASV668,0,0,0.936170213,16.88
ASV671,0,0.015151515,0.063829787,20.72
ASV681,0,0,0,17.48
ASV682,0,0,0.489361702,17.64
ASV687,0,0,0,18.04
ASV688,0,0,0.914893617,18.48
ASV697,0,0,0,17.6
ASV706,0,0,0,16.96
ASV714,0,0,9.744680851,7
ASV738,0.037735849,0,0.340425532,16
ASV749,0,0.272727273,1.872340426,13.08
ASV753,0,0,0,15.44
ASV765,0,0,6.042553191,6.8
ASV780,0,0,10.38297872,1
ASV800,0,0,0,14.4
ASV818,0.188679245,0.181818182,0.340425532,12.48
ASV835,0,0,3.361702128,10.2
ASV840,0.132075472,0.939393939,3.617021277,5
ASV842,0,0,0,12.76
ASV852,0,0,0,12.64
ASV868,0,0,0,13.2
ASV869,0,0,0,11.76
ASV882,0,0,0,12.68
ASV883,0,0,0,12.68
ASV890,0,0.060606061,0.063829787,12.8
ASV899,0.377358491,0,1.744680851,7.6
ASV906,0,0,0,11.96
ASV914,0,0,0,11.52
ASV916,0,4.287878788,1.191489362,0.48
ASV931,0,0,0,11.08
ASV940,0,0,1.872340426,14.4
ASV944,0,0,0.085106383,11.28
ASV947,0,0,0,10.28
ASV981,0,0,0,9.64
ASV982,0,0,0.680851064,9.44
ASV990,0,0,0,13.44
ASV994,0,0,0,10.72
ASV1003,0,0,0,10.24
ASV1018,0,0,0,9.76
ASV1032,0,0,0,10.52
ASV1034,0.094339623,0,1.404255319,8.92
ASV1036,0,0,1.340425532,12.24
ASV1047,0,0,0,8.44
ASV1052,0,0,0,9.44
ASV1073,0,0,0,8.8
ASV1074,0,0,3.723404255,8.36
ASV1100,0,0,0,8.2
ASV1104,0,0,0,9.52
ASV1107,0,0,0,8.84
ASV1114,0,0,0,8.52
ASV1127,0,0,0,8.48
ASV1142,0,0,0,8.16
ASV1144,0,0,0,8.6
ASV1175,0,0,1.382978723,5.8
ASV1176,0,0,0,8.76
ASV1180,0,0.287878788,2.382978723,5.52
ASV1197,0,0,0,7.76
ASV1200,0,0,0.255319149,7.44
ASV1211,0.150943396,0.121212121,1.106382979,5.88
ASV1223,0,0,0,7.52
ASV1226,0,0,0.191489362,8.32
ASV1227,0,0,0,7.36
ASV1239,0,0,0,7.52
ASV1265,0,0,4.29787234,0.6
ASV1269,0,0,0.063829787,7.12
ASV1278,0,0,0,7.12
ASV1299,0,2.454545455,0.468085106,1.2
ASV1304,0,0,0,7.4
ASV1305,0,0,0,6.8
ASV1309,0,0.242424242,2.042553191,4.8
ASV1310,0,0,0.063829787,6.68
ASV1312,0.018867925,0.878787879,2.085106383,1.4
ASV1318,0.41509434,0,0.893617021,6.12
ASV1326,0,0,2.382978723,4.88
ASV1335,0,0,0,6.84
ASV1339,0,0,0,6.8
ASV1346,0,0,0,6.52
ASV1351,0,0,1.085106383,5.12
