ASV,Health,Disease,Bile,Stone
ASV2004,2.018867925,0.151515152,0,0.8
ASV2005,2.075471698,0.106060606,0.042553191,0.36
ASV2044,0.320754717,1.333333333,0.106382979,0
ASV2069,1.830188679,0.439393939,0,0.2
ASV2077,0.754716981,0.242424242,0.340425532,1.32
ASV2081,1.283018868,0.666666667,0.106382979,0.04
ASV2086,1.79245283,0.318181818,0.170212766,0
ASV2098,1.660377358,0.378787879,0,0.16
ASV2100,0.58490566,0.5,0,2.56
ASV2107,1.547169811,0.196969697,0.127659574,0.36
ASV2112,2.41509434,0,0,0
ASV2119,0.660377358,0.287878788,0.021276596,2.72
ASV2139,1.849056604,0.227272727,0,0
ASV2148,0.509433962,1.257575758,0.042553191,0.04
ASV2177,1.641509434,0.454545455,0.085106383,0
ASV2213,0.660377358,0.378787879,0.531914894,1.36
ASV2232,0.830188679,0.878787879,0,0.32
ASV2257,0.886792453,0,0.957446809,0.24
ASV2283,1.867924528,0.075757576,0,0
ASV2286,0.716981132,0.863636364,0.042553191,0.04
ASV2314,0.283018868,0.696969697,0.680851064,0
ASV2382,1.452830189,0.363636364,0,0
ASV2390,0.490566038,0.727272727,0.021276596,0.96
ASV2391,1.679245283,0.03030303,0,0
ASV2437,1.754716981,0,0,0
ASV2472,1.58490566,0.03030303,0,0
ASV2479,1.150943396,0,0,1.6
ASV2507,0.924528302,0.651515152,0,0.04
ASV2514,1.528301887,0,0,0.48
ASV2553,0.679245283,0.666666667,0,0
ASV2563,0.245283019,0.03030303,0.468085106,2.08
ASV2571,1.301886792,0.318181818,0,0
ASV2575,1.075471698,0.439393939,0,0
ASV2595,1.037735849,0.424242424,0,0.12
ASV2600,1.433962264,0.196969697,0.063829787,0
ASV2602,1.037735849,0.242424242,0.085106383,0.32
ASV2605,1.245283019,0.242424242,0,0
ASV2608,1.490566038,0,0,0.08
ASV2617,0.698113208,0,0.872340426,0.48
ASV2646,1.264150943,0,0,0.24
ASV2669,1.283018868,0.212121212,0.021276596,0.04
ASV2676,1.169811321,0.333333333,0,0
ASV2701,0.320754717,0,0.234042553,1.24
ASV2715,0.547169811,0.333333333,0.234042553,0.36
ASV2718,1.075471698,0.227272727,0,0.32
ASV2719,1.58490566,0,0,0
ASV2724,0.41509434,0.212121212,0.085106383,1.44
ASV2786,1,0.318181818,0.021276596,0
ASV2797,1.603773585,0,0,0
ASV2814,0.660377358,0.545454545,0,0.04
ASV2828,1.509433962,0,0,0.04
ASV2842,1.075471698,0.151515152,0,0
ASV2850,0.867924528,0.424242424,0,0
ASV2853,0.603773585,0.46969697,0.14893617,0.24
ASV2858,0.622641509,0,0,1.08
ASV2877,0.867924528,0.272727273,0.063829787,0.04
ASV2892,0.547169811,0.303030303,0.319148936,0.36
ASV2913,1.320754717,0.075757576,0,0
ASV2935,0.452830189,0.651515152,0,0
ASV2942,0.886792453,0.333333333,0.042553191,0
ASV2980,1.226415094,0,0.042553191,0
ASV2994,1.094339623,0.106060606,0,0.24
ASV3079,1.018867925,0.181818182,0,0
ASV3085,1.396226415,0,0,0
ASV3186,0.20754717,0.393939394,0.191489362,0.6
ASV3222,1.150943396,0,0,0
ASV3227,0.698113208,0,0,1.76
ASV3246,1.113207547,0,0,0
ASV3261,0.679245283,0.287878788,0.106382979,0
ASV3331,0.396226415,0,0,1.32
ASV3517,0.433962264,0.272727273,0.234042553,0.2
ASV3562,1.075471698,0.03030303,0,0
ASV3582,0.339622642,0.378787879,0.106382979,0.04
ASV3698,0.679245283,0.257575758,0.063829787,0
ASV3754,0.641509434,0.272727273,0,0
ASV3756,0.943396226,0.060606061,0,0
ASV3765,0.622641509,0.257575758,0,0
ASV3815,0.603773585,0,0,0.4
ASV3819,0.679245283,0.257575758,0,0
ASV3949,0.867924528,0.03030303,0,0
ASV3988,0.811320755,0.03030303,0,0
ASV4002,0.339622642,0.121212121,0,1.2
ASV4132,0.622641509,0.045454545,0.063829787,0.2
ASV4135,0.547169811,0.242424242,0,0
ASV4143,0.698113208,0,0,0
ASV4180,0.509433962,0.272727273,0.042553191,0
ASV4188,0.452830189,0,0,0.36
ASV4266,0.603773585,0.227272727,0,0
ASV4284,0.660377358,0.121212121,0,0
ASV4316,0.509433962,0.090909091,0.340425532,0
ASV4323,0.641509434,0.106060606,0.106382979,0
ASV4377,0.660377358,0.090909091,0,0
ASV4399,0.471698113,0.075757576,0,0.24
ASV4404,0.735849057,0,0,0
ASV4422,0.283018868,0.136363636,0.276595745,0.24
ASV4437,0.41509434,0.242424242,0,0.04
ASV4502,0.301886792,0,0.382978723,0.08
ASV4512,0.622641509,0.060606061,0,0
ASV4536,0.622641509,0.090909091,0,0
ASV4566,0.754716981,0,0,0
ASV4583,0.528301887,0.166666667,0,0
ASV4585,0.622641509,0.106060606,0,0
ASV4602,0.301886792,0.136363636,0,0.44
ASV4629,0.245283019,0,0.085106383,0.96
ASV4678,0.622641509,0,0,0.24
ASV4762,0.245283019,0.318181818,0,0
ASV4897,0.41509434,0.181818182,0,0
ASV4898,0.528301887,0.151515152,0,0
ASV4927,0.528301887,0.075757576,0,0
ASV4983,0.245283019,0.045454545,0,0.52
ASV5057,0.641509434,0,0.021276596,0
ASV5063,0.396226415,0,0.234042553,0.16
ASV5108,0.679245283,0,0,0
ASV5151,0.358490566,0.166666667,0,0.08
ASV5219,0.58490566,0,0,0
ASV5220,0.735849057,0,0,0
ASV5251,0.566037736,0,0.127659574,0
ASV5363,0.301886792,0.045454545,0.042553191,0.28
ASV5397,0.528301887,0,0.021276596,0
ASV5436,0.528301887,0,0,0
ASV5482,0.41509434,0,0.085106383,0
ASV5518,0.603773585,0,0,0
ASV5777,0.566037736,0,0,0
ASV5831,0.58490566,0,0,0
ASV5899,0.433962264,0,0,0
ASV6005,0.301886792,0.136363636,0,0
ASV6029,0.377358491,0,0,0.16
ASV6441,0.339622642,0.045454545,0,0
ASV6835,0.377358491,0.045454545,0,0
ASV6868,0.377358491,0,0,0
ASV7354,0.358490566,0,0,0
ASV7468,0.245283019,0.045454545,0,0
ASV8627,0.264150943,0.075757576,0,0
ASV9762,0.169811321,0,0,0.16
ASV22,0.169811321,116.5757576,411.1489362,93.52
ASV53,0.566037736,19.24242424,162.9148936,280.28
ASV67,5.396226415,163.7727273,3.489361702,2.24
ASV68,1.339622642,168.9090909,29.85106383,0
ASV72,0,177.0454545,1.531914894,12.56
ASV73,0.056603774,1.060606061,44.85106383,268.12
ASV77,3.320754717,59.54545455,119.7446809,0
ASV84,0.018867925,7.560606061,29.46808511,218.12
ASV94,2.566037736,45.42424242,89.74468085,0.08
ASV98,0.679245283,92.03030303,9.680851064,0.64
ASV111,0,70.83333333,23.91489362,0.16
ASV116,0.622641509,54.71212121,35.06382979,16.96
ASV123,91.11320755,12.12121212,1.510638298,0.6
ASV126,0,2.287878788,16.53191489,169.36
ASV142,0,61.37878788,1.085106383,0.96
ASV148,0.094339623,61.65151515,0,0.16
ASV154,0.264150943,46.12121212,18.08510638,2.32
ASV155,0,64.60606061,0,0
ASV161,0,64.48484848,0,0
ASV167,1.905660377,58.5,0,0
ASV174,0,55.59090909,0,0
ASV175,0.452830189,36.57575758,23.61702128,0
ASV178,0,45.5,6.936170213,3.4
ASV183,7.132075472,52.65151515,0.191489362,0
ASV192,0,37.86363636,16.91489362,0
ASV195,0,0.893939394,9.191489362,88.04
ASV197,1.452830189,15.27272727,43.0212766,0
ASV204,0.132075472,44.24242424,0,2.4
ASV219,0.320754717,39.36363636,0,1.04
ASV221,0.169811321,31.16666667,10.06382979,3.36
ASV225,11.18867925,27.56060606,0,0
ASV233,0,46.62121212,0,0
ASV234,15.64150943,21.09090909,5.680851064,11.4
ASV241,0.037735849,0.166666667,32.25531915,29.76
ASV245,0,33.57575758,0.319148936,1.72
ASV252,0,1.484848485,6.808510638,68.44
ASV265,0,0.924242424,6.638297872,67.64
ASV266,0.433962264,27.37878788,5.468085106,0.52
ASV272,0,28.16666667,0,0.04
ASV273,1.41509434,28.27272727,0.744680851,0
ASV282,0.301886792,25.37878788,4.425531915,1.12
ASV283,0,27.12121212,3.574468085,0.04
ASV285,2.716981132,21.8030303,2.425531915,6.72
ASV287,0,30.63636364,0,0
ASV289,0,23.77272727,5.595744681,0.8
ASV292,5.547169811,18.92424242,8.531914894,0.84
ASV296,0,28.93939394,1.021276596,0
ASV304,0,1.363636364,8.276595745,48.64
ASV315,0,1.136363636,6.340425532,49
ASV317,0.886792453,28.57575758,0.319148936,1.16
ASV320,0.754716981,15.27272727,5.276595745,12.64
ASV323,0.962264151,21.72727273,0.489361702,0
ASV325,6.509433962,14.09090909,1.872340426,7.6
ASV331,0.037735849,10.18181818,8.978723404,20.76
ASV335,0,27.45454545,0,0
ASV337,0,11.18181818,13.19148936,7.76
ASV345,2.490566038,19.96969697,0.255319149,0.88
ASV358,0,9.757575758,13.89361702,0
ASV361,0.20754717,6.5,5.489361702,26.52
ASV362,0,15.96969697,5.978723404,0.64
ASV366,0.056603774,21.04545455,0.404255319,0
ASV374,0.169811321,10.5,9.531914894,8.92
ASV378,0,12.24242424,6.29787234,6.52
ASV398,3.603773585,18.62121212,0.042553191,0
ASV401,0.113207547,5.666666667,7.531914894,13.52
ASV403,0.471698113,19.12121212,3.212765957,0
ASV408,0.679245283,6.303030303,12.87234043,9.32
ASV430,2.603773585,13.22727273,1.361702128,3.16
ASV432,0,15.96969697,0.787234043,0
ASV440,0.226415094,12.21212121,4.595744681,0.64
ASV445,0,13.22727273,3.29787234,0.64
ASV446,0,16.54545455,0,0
ASV453,0,1.727272727,4.957446809,27.52
ASV458,2.037735849,16.71212121,0.29787234,0.44
ASV484,1.943396226,14.56060606,2.212765957,0
ASV485,0.150943396,3.242424242,5.574468085,23.72
ASV493,0.924528302,12.28787879,0,0
ASV499,0.528301887,14.51515152,0,0
ASV501,0,13.1969697,0,0
ASV507,0.339622642,11.45454545,2.255319149,0.24
ASV510,0.471698113,9.53030303,3.340425532,2.84
ASV518,0.716981132,5.772727273,7.446808511,5.32
ASV529,0.811320755,2.96969697,10.95744681,0
ASV532,0,13.72727273,0,0
ASV533,0.226415094,9.712121212,3.170212766,0.2
ASV540,0,11.18181818,0.638297872,0.84
ASV542,0,6.575757576,7.361702128,0
ASV545,0,6.333333333,7.574468085,0
ASV552,0,6.515151515,5.042553191,1.76
ASV553,0.396226415,3.272727273,8.595744681,10.88
ASV570,0,8.621212121,2.063829787,2.04
ASV571,0.037735849,4.545454545,2.489361702,11.92
ASV572,0,8.681818182,2.29787234,2.92
ASV579,0,12.03030303,0,0
ASV582,0,10.42424242,0,0.16
ASV587,1,9.303030303,0.106382979,0
ASV592,0,2.833333333,9.468085106,6.92
ASV594,2.018867925,7.015151515,0,3.36
ASV598,0.169811321,3.575757576,6.212765957,3.12
ASV603,0,9.106060606,1.489361702,0
ASV604,0.433962264,7.96969697,1.893617021,0.36
ASV607,0.264150943,7.575757576,2.382978723,1.08
ASV612,0.075471698,3.545454545,4.85106383,8.88
ASV615,0.603773585,11.40909091,0,0.4
ASV619,0,9.53030303,0.446808511,0
ASV626,0,8.03030303,1.808510638,0
ASV636,0,4.378787879,5.872340426,3.76
ASV639,7.169811321,3.878787879,0.276595745,0.56
ASV641,1.018867925,7.560606061,0.829787234,1.48
ASV643,0,2.681818182,0.063829787,22.8
ASV658,0.113207547,7.560606061,0.787234043,2.92
ASV660,0,8.196969697,0.744680851,0
ASV663,3.113207547,6.893939394,0.127659574,0.28
ASV665,1.283018868,7.484848485,1.319148936,0.12
ASV667,0,0.545454545,1.829787234,16.76
ASV677,1.132075472,7.545454545,0.29787234,0
ASV683,0,0.651515152,1.382978723,23.68
ASV685,0.358490566,7.318181818,0.340425532,0.92
ASV689,0.849056604,6.484848485,1.340425532,0
ASV691,0.471698113,6.939393939,0.978723404,0.16
ASV695,0.188679245,7.196969697,1.127659574,0.44
ASV710,0,6.484848485,1.553191489,0
ASV711,0.358490566,7.045454545,0.553191489,0
ASV713,0,9.575757576,0,0
ASV718,0,6.227272727,1.744680851,0
ASV739,0.830188679,6.181818182,1.106382979,0
ASV754,1.830188679,5.606060606,0.978723404,0
ASV763,0,0.151515152,1.765957447,15.16
ASV771,0,0.5,3.680851064,12.6
ASV774,0.41509434,6.409090909,0,0
ASV776,0,6.636363636,0,0
ASV779,0,6.833333333,0,0
ASV781,0.622641509,5.909090909,0.680851064,0
ASV790,0.037735849,0.984848485,3.723404255,9.04
ASV797,0,7.136363636,0,1.84
ASV798,0.471698113,5.5,0.914893617,0
ASV802,0.943396226,3.272727273,3.063829787,0.52
ASV810,0,7.121212121,0,0
ASV821,0.056603774,4.909090909,1.319148936,0.84
ASV825,0.018867925,4.878787879,1.680851064,0.04
ASV838,0.433962264,3.666666667,1.531914894,2.64
ASV843,0.056603774,5.545454545,0,0.64
ASV844,0,5.287878788,0.659574468,1.2
ASV846,0.698113208,3.954545455,1.361702128,1.12
ASV851,0.735849057,2.924242424,3.319148936,0.64
ASV856,0,5.651515152,0.680851064,0
ASV858,0,0.772727273,5.212765957,2.88
ASV871,0.018867925,2.984848485,3.85106383,0.76
ASV876,0,3.818181818,2.680851064,0.08
ASV877,0.811320755,1.96969697,5.106382979,0
ASV881,0,1.742424242,3.191489362,5.04
ASV894,0,5.257575758,0.680851064,0
ASV896,0.433962264,2.590909091,1.978723404,3.48
ASV900,0.188679245,2.333333333,2.191489362,4.92
ASV902,0.150943396,3.787878788,1.191489362,1.76
ASV917,1.132075472,5.090909091,0.042553191,0
ASV918,0,5.136363636,0.382978723,0
ASV927,0,4.287878788,1.276595745,0
ASV945,0,4.712121212,0.595744681,0
ASV951,1.188679245,5,0.127659574,0
ASV952,0,3.287878788,1.595744681,1.48
ASV956,0,5.257575758,0.680851064,0
ASV961,0.528301887,4.939393939,0,0
ASV989,0,4.439393939,0.489361702,0.12
ASV996,0,3.545454545,0.468085106,2.52
ASV1011,0,4.166666667,0.85106383,0
ASV1012,0.358490566,4.075757576,0.425531915,0
ASV1015,1.41509434,2.590909091,1.382978723,0
ASV1017,1.20754717,3.893939394,0,0
ASV1026,0,4.257575758,0.382978723,0
ASV1038,0.169811321,2.136363636,1.680851064,2.96
ASV1045,0.830188679,1.272727273,2.638297872,0.96
ASV1050,0,3.621212121,0.638297872,1.24
ASV1059,0.056603774,3.818181818,0.595744681,0.2
ASV1067,0.226415094,4.060606061,0,0
ASV1069,0.132075472,2.818181818,1.234042553,3
ASV1075,0,3.333333333,0.723404255,2.08
ASV1083,0.622641509,1.954545455,2.042553191,0.12
ASV1093,0,3.484848485,0.744680851,0.16
ASV1094,0,3.515151515,0.723404255,0.4
ASV1101,0,3.393939394,0.936170213,0.64
ASV1102,0.245283019,3.712121212,0.425531915,0
ASV1109,0,2.136363636,2.70212766,0.04
ASV1111,0.037735849,1.287878788,0.914893617,4.4
ASV1112,0.113207547,3.787878788,0.042553191,0
ASV1120,0,3.439393939,0.829787234,0
ASV1122,0,3.106060606,0.574468085,1
ASV1134,0,3.424242424,0.361702128,0.96
ASV1162,0,2.909090909,1.106382979,0
ASV1173,0.283018868,3.424242424,0.063829787,0
ASV1174,0.132075472,1.106060606,2.255319149,2.92
ASV1177,0,3.257575758,0.361702128,0.52
ASV1183,0.056603774,3.818181818,0,0
ASV1189,0,4.409090909,0,0
ASV1201,0.754716981,3.409090909,0,0
ASV1205,0,3.136363636,0.638297872,0
ASV1212,0.226415094,3.303030303,0,0
ASV1216,0,2.318181818,1.063829787,1.44
ASV1229,0.528301887,3.666666667,0.042553191,0
ASV1236,0,2.393939394,0.723404255,1.8
ASV1250,1.830188679,1.46969697,0.723404255,0.2
ASV1251,0.075471698,1.833333333,1.808510638,0.56
ASV1266,0.735849057,2.954545455,0.021276596,0
ASV1267,0,2.818181818,0.553191489,0.52
ASV1271,0,2.818181818,0.70212766,0
ASV1275,0,3.045454545,0.723404255,0
ASV1277,0.037735849,1.090909091,2.212765957,1.88
ASV1281,0.566037736,3.227272727,0,0
ASV1282,0.150943396,3.045454545,0.191489362,0
ASV1289,0,1.954545455,1.446808511,0.64
ASV1295,0.075471698,2.606060606,0.531914894,0.64
ASV1301,0.169811321,1.878787879,1.808510638,0.08
ASV1311,0,2.575757576,0.574468085,0.92
ASV1313,0.075471698,2.242424242,0.361702128,1.44
ASV1319,0.660377358,2.439393939,0.85106383,0
ASV1329,0.150943396,2.136363636,1.340425532,0
ASV1342,0,2.333333333,0.510638298,1.16
ASV1354,0,2.53030303,0.446808511,0.28
ASV1358,0,2.954545455,0.234042553,0
ASV1361,0,2.484848485,0.361702128,1.08
ASV1365,0.037735849,2.96969697,0,0
ASV1377,0,1.5,0.744680851,2.64
ASV1386,1.924528302,1.833333333,0,0
ASV1389,0,2.03030303,0.936170213,0.64
ASV1391,0,2.348484848,0.617021277,0.72
ASV1396,0,2.863636364,0.29787234,0.08
ASV1400,0,2.257575758,0.404255319,1.36
ASV1410,0,2.060606061,0.680851064,0.52
ASV1434,0.150943396,3.015151515,0,0
ASV1453,0.433962264,2.363636364,0.127659574,0
ASV1458,0.075471698,2.666666667,0.14893617,0.16
ASV1460,0.094339623,1.772727273,1.085106383,0.48
ASV1474,0,2.53030303,0.276595745,0.32
ASV1482,0,2.560606061,0.234042553,0
ASV1486,0,2.393939394,0.425531915,0.16
ASV1496,0,2.257575758,0.617021277,0
ASV1501,0,3.409090909,0,0
ASV1505,0.188679245,0.742424242,1.404255319,2.16
ASV1521,0.358490566,2.151515152,0.29787234,0.52
ASV1530,0,1.136363636,0.106382979,4.44
ASV1549,0,2.060606061,0.446808511,0.6
ASV1557,0.113207547,2.106060606,0.468085106,0.36
ASV1568,0.132075472,2.409090909,0,0.12
ASV1572,0.924528302,1.348484848,0.595744681,0
ASV1578,0.018867925,0.893939394,2.680851064,0.28
ASV1581,0,1.984848485,0.574468085,0.12
ASV1619,0.056603774,1.287878788,0.893617021,1.72
ASV1635,0.056603774,2.560606061,0,0
ASV1646,0,1.515151515,1.127659574,0
ASV1656,0.056603774,1.878787879,0.319148936,0.44
ASV1671,0,1.590909091,0.85106383,0.08
ASV1677,0.867924528,1.590909091,0,0
ASV1696,0.018867925,1.5,0.361702128,1.32
ASV1698,0.056603774,1.575757576,0.744680851,0.12
ASV1711,0.037735849,0.318181818,0.914893617,3.36
ASV1717,0,1.727272727,0.531914894,0.24
ASV1721,0,1.439393939,1,0.12
ASV1722,0,1.893939394,0.404255319,0
ASV1748,0,2.166666667,0.14893617,0
ASV1777,0,1.787878788,0.361702128,0
ASV1797,0,2.015151515,0.085106383,0
ASV1799,0,1.681818182,0.340425532,0.48
ASV1808,0,1.621212121,0.361702128,0.32
ASV1818,0.018867925,1.984848485,0.021276596,0
ASV1824,0,1.484848485,0.765957447,0
ASV1852,0,0.651515152,2.361702128,0.2
ASV1868,0.037735849,1.863636364,0.063829787,0
ASV1871,0,1.924242424,0.106382979,0
ASV1876,0.641509434,1.166666667,0.085106383,0.28
ASV1915,0,2.106060606,0,0.12
ASV1918,0,0.666666667,1.234042553,1.04
ASV1974,0,0.712121212,1.978723404,0.36
ASV1994,0,1.439393939,0.255319149,0.52
ASV1997,0.018867925,1.333333333,0.127659574,0.88
ASV2013,0,1.303030303,0.021276596,1.44
ASV2017,0.320754717,1.575757576,0.085106383,0
ASV2025,0.886792453,1.121212121,0,0
ASV2029,0,1.53030303,0.212765957,0.12
ASV2036,0,0.954545455,1.085106383,0
ASV2060,0,1.575757576,0.063829787,0
ASV2066,0,1.166666667,0.404255319,0.56
ASV2071,0.094339623,1.227272727,0.404255319,0.04
ASV2082,0,1.560606061,0,0
ASV2092,0.471698113,0.545454545,1.127659574,0.12
ASV2101,0.037735849,1.590909091,0.063829787,0
ASV2127,0,1.53030303,0,0
ASV2132,0,1.848484848,0,0.48
ASV2178,1.132075472,0.833333333,0,0
ASV2200,0,1.181818182,0.276595745,0.32
ASV2203,0.509433962,1.212121212,0,0.12
ASV2208,0,1.348484848,0.170212766,0.12
ASV2230,0.188679245,1.348484848,0.085106383,0
ASV2263,0.113207547,1.151515152,0.127659574,0.12
ASV2300,0.113207547,1.181818182,0.340425532,0.04
ASV2306,1.075471698,0.590909091,0,0
ASV2321,0.132075472,1.393939394,0,0.08
ASV2357,0.226415094,0.924242424,0.212765957,0.44
ASV2371,0,0.909090909,0.191489362,1
ASV2404,0,1.257575758,0,0
ASV2521,0,0.833333333,0.617021277,0
ASV2535,0.20754717,1,0.021276596,0
ASV2601,0,0.742424242,0.212765957,0.76
ASV2703,0.094339623,0.696969697,0.382978723,0
ASV2716,0,0.348484848,0.234042553,1.84
ASV2752,0,1.151515152,0,0
ASV2822,0.433962264,0.666666667,0.021276596,0
ASV2834,0.018867925,0.787878788,0.106382979,0.36
ASV2879,0,0.96969697,0,0.04
ASV2907,0,0.984848485,0,0
ASV2950,0,0.757575758,0.063829787,0.4
ASV2959,0,0.303030303,0.382978723,0.8
ASV3008,0,0.893939394,0,0
ASV3019,0.113207547,0.696969697,0.063829787,0.24
ASV3027,0.037735849,0.590909091,0.170212766,0.56
ASV3041,0,0.803030303,0.127659574,0
ASV3049,0.264150943,0.318181818,0.234042553,1
ASV3105,0,0.484848485,0.191489362,1.36
ASV3145,0,0.848484848,0,0.2
ASV3205,0,0.636363636,0.127659574,0.28
ASV3206,0.150943396,0.757575758,0.042553191,0
ASV3292,0.226415094,0.803030303,0,0
ASV3312,0,0.727272727,0.127659574,0
ASV3336,0,0.803030303,0.021276596,0
ASV3343,0.018867925,0.196969697,0.063829787,1.48
ASV3358,0,0.681818182,0.170212766,0.04
ASV3490,0,0.5,0.404255319,0
ASV3547,0,0.939393939,0,0
ASV3600,0,0.621212121,0.106382979,0.2
ASV3635,0.490566038,0.348484848,0.021276596,0
ASV3656,0,0.46969697,0.382978723,0
ASV3660,0.075471698,0.575757576,0,0.64
ASV3680,0.018867925,0.454545455,0.234042553,0
ASV3726,0.320754717,0.409090909,0,0.08
ASV3805,0,0.348484848,0.106382979,0.76
ASV3831,0.037735849,0.636363636,0,0.12
ASV3868,0.188679245,0.545454545,0.042553191,0
ASV3911,0,0.560606061,0,0.32
ASV3912,0.264150943,0.590909091,0,0
ASV3936,0.301886792,0.409090909,0,0.08
ASV3969,0.245283019,0.393939394,0.085106383,0.08
ASV4009,0,0.772727273,0,0
ASV4059,0,0.636363636,0,0
ASV4091,0.132075472,0.333333333,0.170212766,0
ASV4253,0.188679245,0.348484848,0.127659574,0
ASV4314,0,0.46969697,0.063829787,0
ASV4334,0.075471698,0.363636364,0.085106383,0.16
ASV4617,0,0.409090909,0.063829787,0.04
ASV4650,0.132075472,0.439393939,0,0
ASV4852,0.018867925,0.484848485,0.063829787,0
ASV4894,0.150943396,0.348484848,0,0.08
ASV5137,0,0.242424242,0.085106383,0.32
ASV5155,0.094339623,0.424242424,0.063829787,0
ASV5160,0.169811321,0.287878788,0,0.08
ASV5372,0.094339623,0.287878788,0.063829787,0.04
ASV5551,0,0.257575758,0.276595745,0
ASV5738,0.075471698,0.333333333,0,0.04
ASV5949,0.018867925,0.272727273,0.042553191,0.16
ASV6833,0,0.272727273,0.063829787,0
ASV6934,0,0.196969697,0.085106383,0
ASV7025,0,0.272727273,0.021276596,0
ASV32,0.075471698,0.46969697,383.7234043,141.12
ASV83,0,0,190.9787234,16.76
ASV106,0.132075472,0,122.7021277,16.48
ASV112,0,0.742424242,43.29787234,123.84
ASV139,0,0.363636364,6.787234043,138.96
ASV146,0,0.106060606,1.70212766,139.72
ASV157,0,0,65.31914894,36.16
ASV164,0,0.484848485,80.44680851,4.12
ASV172,0,0,96.57446809,0.24
ASV177,0,0,63,25.32
ASV189,0,0,50.95744681,18.8
ASV196,0,2.075757576,2.127659574,142.88
ASV210,1.943396226,0.121212121,3.042553191,80.68
ASV214,0,0,47.95744681,20.36
ASV232,0,27.95454545,8.829787234,1.4
ASV258,0,0.090909091,31.34042553,17.76
ASV264,0.075471698,0.060606061,49.38297872,0
ASV277,0,0,5.914893617,81.04
ASV286,1.41509434,0.636363636,41.14893617,0
ASV314,0,0,4.936170213,51.88
ASV319,0,0,39.06382979,4.92
ASV338,0,0.106060606,21.70212766,12.72
ASV341,0.018867925,0.106060606,4.936170213,45.04
ASV346,0,0.272727273,2.723404255,47.28
ASV350,3.339622642,0.181818182,20.68085106,17.68
ASV352,0,0.772727273,4.255319149,39.92
ASV353,0,0.060606061,11.55319149,30.84
ASV354,1.339622642,4.151515152,8.787234043,34.48
ASV355,2.20754717,2.181818182,11.06382979,23.2
ASV385,2.433962264,7.575757576,16.04255319,1.64
ASV393,0.018867925,0,29.04255319,1
ASV396,0,0,22.14893617,10.88
ASV416,0,0,20.57446809,11.4
ASV420,0,0.106060606,2.574468085,38.28
ASV425,1.396226415,1.939393939,18.55319149,0.16
ASV426,0.245283019,0.212121212,21.27659574,4.84
ASV431,0.037735849,0.045454545,21.87234043,1.28
ASV443,0.037735849,0.03030303,0.723404255,34.08
ASV444,0,0.181818182,3.404255319,35.16
ASV447,0,0.075757576,13.95744681,12.28
ASV456,0.037735849,0,31.23404255,0
ASV461,0,0,15.21276596,4.12
ASV463,0.094339623,0.318181818,4.425531915,23.76
ASV466,0.188679245,0,19.53191489,0
ASV467,2.41509434,1,20.36170213,1.4
ASV472,0,0.439393939,5.744680851,26.8
ASV473,0,0,7.957446809,21.88
ASV474,0.018867925,0.03030303,12.76595745,15.28
ASV487,0,0,14.0212766,8.24
ASV489,0,0.424242424,2.170212766,29.08
ASV504,0,0.03030303,13.21276596,5.36
ASV508,0,0,18.85106383,4.16
ASV526,0.037735849,0.060606061,9.744680851,16.44
ASV528,0,0.03030303,1.765957447,22
ASV530,0,0,17.65957447,1
ASV531,0,0.196969697,2.70212766,27.56
ASV535,0,0,12,6.64
ASV538,0,0,15.65957447,2.72
ASV551,0,0,14.34042553,1.8
ASV556,0,0.045454545,15.93617021,2.2
ASV561,0,0,9.808510638,11.48
ASV576,0,0,2.106382979,24.2
ASV581,0,0.075757576,13.55319149,4.44
ASV595,0,2.5,7.340425532,10.92
ASV597,0,0,11.14893617,3.72
ASV608,3.660377358,1.212121212,2.638297872,8.12
ASV621,0.433962264,0,8.276595745,7.04
ASV625,0.113207547,0,12.29787234,0
ASV651,0,0.060606061,1.723404255,20.24
ASV654,0,0,14.82978723,0.12
ASV655,0,0,2.531914894,17.56
ASV664,0.150943396,0.075757576,4.978723404,15.92
ASV670,0,0,11.85106383,0
ASV678,0,0,3.510638298,18
ASV693,1.735849057,3.803030303,1.021276596,6.32
ASV694,0.150943396,0,3.510638298,11.76
ASV696,0,2.121212121,6.234042553,4.52
ASV698,0,0,6.680851064,9.76
ASV708,0,0,5.787234043,9.68
ASV715,0,0,8.489361702,3.6
ASV716,0,0.227272727,7.765957447,10.32
ASV717,0,0.196969697,1.872340426,18.52
ASV719,0,0,7.957446809,3.8
ASV721,0,0,7.319148936,5.48
ASV722,0.283018868,0.015151515,6.680851064,15.92
ASV726,0.20754717,0,10,0
ASV737,0.056603774,0.045454545,5.212765957,7.6
ASV741,0,0,9.319148936,0.76
ASV744,0,0.045454545,8.553191489,2.28
ASV748,0.113207547,0,9.744680851,0
ASV750,0,0,10.34042553,1.88
ASV751,0.150943396,0.03030303,5.446808511,10.52
ASV757,0.150943396,0.181818182,3.106382979,15.24
ASV761,0,0,4.680851064,8.52
ASV764,0,0,5.404255319,8.52
ASV767,0,0.181818182,1.382978723,14.32
ASV773,0.094339623,0,9.212765957,0
ASV785,0.018867925,0.060606061,8.574468085,3.6
ASV792,0.056603774,0,9.106382979,0
ASV814,0,0,9.191489362,0
ASV817,0,0,11.31914894,0
ASV822,0,0,8.680851064,0.04
ASV828,0.075471698,0,7.893617021,0
ASV830,0,0,9.510638298,0
ASV831,0.037735849,0.151515152,3.808510638,14.48
